time,06-navstatus [adim],04-speed [knots]
2025-08-24 15:24:19.000,1.0,8.628
2025-08-24 15:24:19.500,1.0,8.615
2025-08-24 15:24:20.000,1.0,8.602
2025-08-24 15:24:20.500,1.0,8.589
2025-08-24 15:24:21.000,1.0,8.576
2025-08-24 15:24:21.500,1.0,8.563
2025-08-24 15:24:22.000,1.0,8.549
2025-08-24 15:24:22.500,1.0,8.536
2025-08-24 15:24:23.000,1.0,8.524
2025-08-24 15:24:23.500,1.0,8.511
2025-08-24 15:24:24.000,1.0,8.498
2025-08-24 15:24:24.500,1.0,8.485
2025-08-24 15:24:25.000,1.0,8.473
2025-08-24 15:24:25.500,1.0,8.46
2025-08-24 15:24:26.000,1.0,8.448
2025-08-24 15:24:26.500,1.0,8.436
2025-08-24 15:24:27.000,1.0,8.424
2025-08-24 15:24:27.500,1.0,8.412
2025-08-24 15:24:28.000,1.0,8.4
2025-08-24 15:24:28.500,1.0,8.389
2025-08-24 15:24:29.000,1.0,8.378
2025-08-24 15:24:29.500,1.0,8.367
2025-08-24 15:24:30.000,1.0,8.356
2025-08-24 15:24:30.500,1.0,8.346
2025-08-24 15:24:31.000,1.0,8.335
2025-08-24 15:24:31.500,1.0,8.326
2025-08-24 15:24:32.000,1.0,8.316
2025-08-24 15:24:32.500,1.0,8.307
2025-08-24 15:24:33.000,1.0,8.298
2025-08-24 15:24:33.500,1.0,8.289
2025-08-24 15:24:34.000,1.0,8.281
2025-08-24 15:24:34.500,1.0,8.274
2025-08-24 15:24:35.000,1.0,8.266
2025-08-24 15:24:35.500,1.0,8.259
2025-08-24 15:24:36.000,1.0,8.253
2025-08-24 15:24:36.500,1.0,8.247
2025-08-24 15:24:37.000,1.0,8.241
2025-08-24 15:24:37.500,1.0,8.236
2025-08-24 15:24:38.000,1.0,8.231
2025-08-24 15:24:38.500,1.0,8.227
2025-08-24 15:24:39.000,1.0,8.224
2025-08-24 15:24:39.500,1.0,8.221
2025-08-24 15:24:40.000,1.0,8.218
2025-08-24 15:24:40.500,1.0,8.216
2025-08-24 15:24:41.000,1.0,8.215
2025-08-24 15:24:41.500,1.0,8.214
2025-08-24 15:24:42.000,1.0,8.213
2025-08-24 15:24:42.500,1.0,8.214
2025-08-24 15:24:43.000,1.0,8.215
2025-08-24 15:24:43.500,1.0,8.216
2025-08-24 15:24:44.000,1.0,8.218
2025-08-24 15:24:44.500,1.0,8.221
2025-08-24 15:24:45.000,1.0,8.225
2025-08-24 15:24:45.500,1.0,8.229
2025-08-24 15:24:46.000,1.0,8.233
2025-08-24 15:24:46.500,1.0,8.239
2025-08-24 15:24:47.000,1.0,8.245
2025-08-24 15:24:47.500,1.0,8.252
2025-08-24 15:24:48.000,1.0,8.259
2025-08-24 15:24:48.500,1.0,8.267
2025-08-24 15:24:49.000,1.0,8.276
2025-08-24 15:24:49.500,1.0,8.286
2025-08-24 15:24:50.000,1.0,8.296
2025-08-24 15:24:50.500,1.0,8.307
2025-08-24 15:24:51.000,1.0,8.318
2025-08-24 15:24:51.500,1.0,8.331
2025-08-24 15:24:52.000,1.0,8.344
2025-08-24 15:24:52.500,1.0,8.357
2025-08-24 15:24:53.000,1.0,8.372
2025-08-24 15:24:53.500,1.0,8.387
2025-08-24 15:24:54.000,1.0,8.403
2025-08-24 15:24:54.500,1.0,8.42
2025-08-24 15:24:55.000,1.0,8.437
2025-08-24 15:24:55.500,1.0,8.455
2025-08-24 15:24:56.000,1.0,8.474
2025-08-24 15:24:56.500,1.0,8.493
2025-08-24 15:24:57.000,1.0,8.513
2025-08-24 15:24:57.500,1.0,8.534
2025-08-24 15:24:58.000,1.0,8.556
2025-08-24 15:24:58.500,1.0,8.578
2025-08-24 15:24:59.000,1.0,8.601
2025-08-24 15:24:59.500,1.0,8.624
2025-08-24 15:25:00.000,1.0,8.648
2025-08-24 15:25:00.500,1.0,8.673
2025-08-24 15:25:01.000,1.0,8.698
2025-08-24 15:25:01.500,1.0,8.724
2025-08-24 15:25:02.000,1.0,8.75
2025-08-24 15:25:02.500,1.0,8.777
2025-08-24 15:25:03.000,1.0,8.805
2025-08-24 15:25:03.500,1.0,8.832
2025-08-24 15:25:04.000,1.0,8.861
2025-08-24 15:25:04.500,1.0,8.889
2025-08-24 15:25:05.000,1.0,8.918
2025-08-24 15:25:05.500,1.0,8.948
2025-08-24 15:25:06.000,1.0,8.977
2025-08-24 15:25:06.500,1.0,9.007
2025-08-24 15:25:07.000,1.0,9.037
2025-08-24 15:25:07.500,1.0,9.068
2025-08-24 15:25:08.000,1.0,9.098
2025-08-24 15:25:08.500,1.0,9.129
2025-08-24 15:25:09.000,1.0,9.16
2025-08-24 15:25:09.500,1.0,9.191
2025-08-24 15:25:10.000,1.0,9.222
2025-08-24 15:25:10.500,1.0,9.253
2025-08-24 15:25:11.000,1.0,9.284
2025-08-24 15:25:11.500,1.0,9.314
2025-08-24 15:25:12.000,1.0,9.345
2025-08-24 15:25:12.500,1.0,9.376
2025-08-24 15:25:13.000,1.0,9.406
2025-08-24 15:25:13.500,1.0,9.436
2025-08-24 15:25:14.000,1.0,9.466
2025-08-24 15:25:14.500,1.0,9.495
2025-08-24 15:25:15.000,1.0,9.525
2025-08-24 15:25:15.500,1.0,9.553
2025-08-24 15:25:16.000,1.0,9.582
2025-08-24 15:25:16.500,1.0,9.609
2025-08-24 15:25:17.000,1.0,9.637
2025-08-24 15:25:17.500,1.0,9.663
2025-08-24 15:25:18.000,1.0,9.689
2025-08-24 15:25:18.500,1.0,9.714
2025-08-24 15:25:19.000,1.0,9.739
2025-08-24 15:25:19.500,1.0,9.763
2025-08-24 15:25:20.000,1.0,9.786
2025-08-24 15:25:20.500,1.0,9.808
2025-08-24 15:25:21.000,1.0,9.829
2025-08-24 15:25:21.500,1.0,9.849
2025-08-24 15:25:22.000,1.0,9.869
2025-08-24 15:25:22.500,1.0,9.887
2025-08-24 15:25:23.000,1.0,9.904
2025-08-24 15:25:23.500,1.0,9.92
2025-08-24 15:25:24.000,1.0,9.935
2025-08-24 15:25:24.500,1.0,9.949
2025-08-24 15:25:25.000,1.0,9.961
2025-08-24 15:25:25.500,1.0,9.973
2025-08-24 15:25:26.000,1.0,9.983
2025-08-24 15:25:26.500,1.0,9.992
2025-08-24 15:25:27.000,1.0,9.999
2025-08-24 15:25:27.500,1.0,10.006
2025-08-24 15:25:28.000,1.0,10.01
2025-08-24 15:25:28.500,1.0,10.014
2025-08-24 15:25:29.000,1.0,10.016
2025-08-24 15:25:29.500,1.0,10.017
2025-08-24 15:25:30.000,1.0,10.017
2025-08-24 15:25:30.500,1.0,10.015
2025-08-24 15:25:31.000,1.0,10.012
2025-08-24 15:25:31.500,1.0,10.008
2025-08-24 15:25:32.000,1.0,10.002
2025-08-24 15:25:32.500,1.0,9.996
2025-08-24 15:25:33.000,1.0,9.988
2025-08-24 15:25:33.500,1.0,9.978
2025-08-24 15:25:34.000,1.0,9.968
2025-08-24 15:25:34.500,1.0,9.957
2025-08-24 15:25:35.000,1.0,9.944
2025-08-24 15:25:35.500,1.0,9.931
2025-08-24 15:25:36.000,1.0,9.917
2025-08-24 15:25:36.500,1.0,9.901
2025-08-24 15:25:37.000,1.0,9.885
2025-08-24 15:25:37.500,1.0,9.868
2025-08-24 15:25:38.000,1.0,9.85
2025-08-24 15:25:38.500,1.0,9.832
2025-08-24 15:25:39.000,1.0,9.813
2025-08-24 15:25:39.500,1.0,9.793
2025-08-24 15:25:40.000,1.0,9.773
2025-08-24 15:25:40.500,1.0,9.752
2025-08-24 15:25:41.000,1.0,9.731
2025-08-24 15:25:41.500,1.0,9.709
2025-08-24 15:25:42.000,1.0,9.687
2025-08-24 15:25:42.500,1.0,9.665
2025-08-24 15:25:43.000,1.0,9.643
2025-08-24 15:25:43.500,1.0,9.62
2025-08-24 15:25:44.000,1.0,9.598
2025-08-24 15:25:44.500,1.0,9.575
2025-08-24 15:25:45.000,1.0,9.552
2025-08-24 15:25:45.500,1.0,9.53
2025-08-24 15:25:46.000,1.0,9.507
2025-08-24 15:25:46.500,1.0,9.485
2025-08-24 15:25:47.000,1.0,9.463
2025-08-24 15:25:47.500,1.0,9.442
2025-08-24 15:25:48.000,1.0,9.42
2025-08-24 15:25:48.500,1.0,9.399
2025-08-24 15:25:49.000,1.0,9.379
2025-08-24 15:25:49.500,1.0,9.359
2025-08-24 15:25:50.000,1.0,9.34
2025-08-24 15:25:50.500,1.0,9.321
2025-08-24 15:25:51.000,1.0,9.303
2025-08-24 15:25:51.500,1.0,9.286
2025-08-24 15:25:52.000,1.0,9.27
2025-08-24 15:25:52.500,1.0,9.254
2025-08-24 15:25:53.000,1.0,9.239
2025-08-24 15:25:53.500,1.0,9.225
2025-08-24 15:25:54.000,1.0,9.212
2025-08-24 15:25:54.500,1.0,9.201
2025-08-24 15:25:55.000,1.0,9.19
2025-08-24 15:25:55.500,1.0,9.18
2025-08-24 15:25:56.000,1.0,9.172
2025-08-24 15:25:56.500,1.0,9.164
2025-08-24 15:25:57.000,1.0,9.158
2025-08-24 15:25:57.500,1.0,9.153
2025-08-24 15:25:58.000,1.0,9.149
2025-08-24 15:25:58.500,1.0,9.147
2025-08-24 15:25:59.000,1.0,9.145
2025-08-24 15:25:59.500,1.0,9.145
2025-08-24 15:26:00.000,1.0,9.147
2025-08-24 15:26:00.500,1.0,9.15
2025-08-24 15:26:01.000,1.0,9.154
2025-08-24 15:26:01.500,1.0,9.159
2025-08-24 15:26:02.000,1.0,9.166
2025-08-24 15:26:02.500,1.0,9.174
